,Timestamp,Email address,Google_Score,Name,IITP webmail,Phone (10 digit only),Roll Number,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,Score_after_negative_marking,Status_Answer
142,07-08-2021 12:21,wade_moore619@dionrab.com,76.0/112,Wade Moore,wade_moore9580@iitp.ac.in,8924952439,1401ME19,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,Option C,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,74.0 / 112,"(19.0 , 1.0 , 8)"
143,07-08-2021 12:21,christy_ianson4680@iatim.tech,88.0/112,Christy Ianson,christy_ianson9772@iitp.ac.in,7004057591,1401CE05,Option A,,Option B,Option C,,Option C,Option D,Option D,Option A,,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,Option C,Option D,88.0 / 112,"(22.0 , 0.0 , 6)"
144,07-08-2021 12:21,tiffany_bryson5791@cispeto.com,76.0/112,Tiffany Bryson,tiffany_bryson9010@iitp.ac.in,7990574201,1401CB32,Option A,Option D,Option B,Option C,,Option C,,Option C,,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option B,Option D,Option B,Option A,Option C,Option D,68.0 / 112,"(19.0 , 4.0 , 5)"
145,07-08-2021 12:21,harmony_rowe4004@fuliss.net,108.0/112,Harmony Rowe,harmony_rowe3691@iitp.ac.in,9021580115,1401MM08,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,106.0 / 112,"(27.0 , 1.0 , 0)"
146,07-08-2021 12:21,karen_wright4484@nickia.com,80.0/112,Karen Wright,karen_wright2216@iitp.ac.in,9404786107,1401EE59,,,,,Option B,,Option D,Option D,Option A,,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 112,"(20.0 , 2.0 , 6)"
147,07-08-2021 12:21,jaylene_ramsey1674@qater.org,80.0/112,Jaylene Ramsey,jaylene_ramsey8124@iitp.ac.in,7569728543,1401MM09,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,,Option C,Option A,Option C,Option D,Option B,Option B,Option C,Option D,Option C,Option D,Option D,Option A,,Option D,,Option A,Option C,Option D,70.0 / 112,"(20.0 , 5.0 , 3)"
148,07-08-2021 12:21,norah_riley4302@tonsy.org,64.0/112,Norah Riley,norah_riley7892@iitp.ac.in,9723708889,1401EE41,Option A,,Option B,Option C,Option B,Option C,,Option D,,Option A,,Option D,Option D,Option D,Option B,,,Option D,Option B,,Option A,,,Option D,,Option A,,Option D,62.0 / 112,"(16.0 , 1.0 , 11)"
149,07-08-2021 12:21,tony_gray3051@womeona.net,80.0/112,Tony Gray,tony_gray5902@iitp.ac.in,6290839605,1401CE09,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option B,Option A,Option B,Option D,Option C,Option D,,,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option B,72.0 / 112,"(20.0 , 4.0 , 4)"
150,07-08-2021 12:21,javier_newman496@mafthy.com,80.0/112,Javier Newman,javier_newman6468@iitp.ac.in,7985859647,1401CE10,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option D,Option D,,,Option C,Option C,Option D,Option B,Option B,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,72.0 / 112,"(20.0 , 4.0 , 4)"
151,07-08-2021 12:21,rita_taylor9521@bauros.biz,68.0/112,Rita Taylor,rita_taylor8922@iitp.ac.in,7597226686,1401CE39,Option A,,Option B,Option C,,,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option B,Option D,,,Option A,,Option C,Option D,Option D,Option A,Option C,,64.0 / 112,"(17.0 , 2.0 , 9)"
152,07-08-2021 12:21,alessia_fulton6643@deons.tech,80.0/112,Alessia Fulton,alessia_fulton466@iitp.ac.in,7083797331,1401EE57,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option B,Option D,Option D,Option D,,Option B,Option D,Option C,Option A,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,72.0 / 112,"(20.0 , 4.0 , 4)"
153,07-08-2021 12:21,barney_cobb8283@gompie.com,104.0/112,Barney Cobb,barney_cobb8340@iitp.ac.in,7700861080,1401EE60,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option B,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,100.0 / 112,"(26.0 , 2.0 , 0)"
154,07-08-2021 12:21,jules_rainford1521@iatim.tech,84.0/112,Jules Rainford,jules_rainford3379@iitp.ac.in,7505822217,1401EE63,Option A,Option D,Option B,Option C,Option B,Option D,Option D,,,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,,Option A,Option A,Option D,80.0 / 112,"(21.0 , 2.0 , 5)"
155,07-08-2021 12:21,andie_harrington2531@nanoff.biz,92.0/112,Andie Harrington,andie_harrington5457@iitp.ac.in,8840551520,1401CE16,Option A,Option D,Option A,Option C,Option A,Option C,Option D,Option D,Option B,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option B,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,82.0 / 112,"(23.0 , 5.0 , 0)"
156,07-08-2021 12:21,matthew_griffiths4303@guentu.biz,104.0/112,Matthew Griffiths,matthew_griffiths4064@iitp.ac.in,7268077407,1401ME70,Option B,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option A,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,100.0 / 112,"(26.0 , 2.0 , 0)"
157,07-08-2021 12:21,davina_lakey4342@grannar.com,72.0/112,Davina Lakey,davina_lakey3002@iitp.ac.in,7013320405,1401CE21,Option A,Option D,Option B,Option C,,Option C,,,,Option A,Option C,Option A,,Option D,Option B,,Option C,Option D,,,,Option A,Option A,Option D,,Option A,Option C,Option D,72.0 / 112,"(18.0 , 0.0 , 10)"
158,07-08-2021 12:21,johnathan_boden93@typill.biz,52.0/112,Johnathan Boden,johnathan_boden8568@iitp.ac.in,8198931646,1401ME24,Option B,Option D,Option B,Option C,Option D,,Option D,Option C,Option A,Option A,,Option C,,,Option B,Option B,Option B,Option D,Option B,Option D,Option A,Option B,Option B,,Option C,Option A,,Option D,34.0 / 112,"(13.0 , 9.0 , 6)"
159,07-08-2021 12:21,isabella_gallacher1244@grannar.com,92.0/112,Isabella Gallacher,isabella_gallacher9348@iitp.ac.in,9207997757,1401CB13,Option A,Option D,Option B,Option C,Option D,Option C,Option D,Option D,Option D,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,84.0 / 112,"(23.0 , 4.0 , 1)"
160,07-08-2021 12:21,darlene_goodman9229@cispeto.com,56.0/112,Darlene Goodman,darlene_goodman7285@iitp.ac.in,7489782274,1401CB01,Option A,Option C,Option B,Option C,Option C,Option C,Option D,Option C,Option C,Option C,Option C,Option A,Option C,Option C,Option C,Option D,Option C,Option B,Option C,Option D,Option C,Option C,Option C,Option D,Option C,Option A,Option C,Option D,28.0 / 112,"(14.0 , 14.0 , 0)"
161,07-08-2021 12:21,melinda_gibson6828@elnee.tech,108.0/112,Melinda Gibson,melinda_gibson3947@iitp.ac.in,8827594296,1401MM16,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,106.0 / 112,"(27.0 , 1.0 , 0)"
162,07-08-2021 12:21,michelle_bailey876@yahoo.com,68.0/112,Michelle Bailey,michelle_bailey8204@iitp.ac.in,6263538506,1401CE26,,,,Option C,,,Option D,Option D,,Option A,,Option A,Option D,,Option B,Option D,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,68.0 / 112,"(17.0 , 0.0 , 11)"
163,07-08-2021 12:21,cedrick_little3529@nimogy.biz,64.0/112,Cedrick Little,cedrick_little1287@iitp.ac.in,9826176632,1401CS01,Option A,Option D,Option B,,Option B,Option C,Option D,Option D,,Option A,Option C,Option A,Option B,,,Option C,,Option D,Option C,,Option B,Option A,Option A,Option D,,Option A,Option B,Option D,54.0 / 112,"(16.0 , 5.0 , 7)"
164,07-08-2021 12:21,ron_mills3425@irrepsy.com,96.0/112,Ron Mills,ron_mills8713@iitp.ac.in,8104999366,1401EE22,Option A,Option D,Option B,,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,92.0 / 112,"(24.0 , 2.0 , 2)"
165,07-08-2021 12:21,wade_nelson430@gompie.com,72.0/112,Wade Nelson,wade_nelson7792@iitp.ac.in,9618911215,1401CS19,Option A,,Option B,Option C,Option D,Option C,Option D,Option D,Option C,Option D,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option C,,,Option A,Option A,Option D,,Option A,Option C,,64.0 / 112,"(18.0 , 4.0 , 6)"
166,07-08-2021 12:21,alex_edwards3850@irrepsy.com,96.0/112,Alex Edwards,alex_edwards8134@iitp.ac.in,8709814323,1401EE40,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option B,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,94.0 / 112,"(24.0 , 1.0 , 3)"
167,07-08-2021 12:21,aurelia_quinnell5167@sveldo.biz,72.0/112,Aurelia Quinnell,aurelia_quinnell433@iitp.ac.in,7992366082,1401CB07,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option D,Option B,Option B,Option A,,Option D,Option B,Option D,,Option D,Option B,,,,Option A,Option D,Option D,Option A,,Option D,66.0 / 112,"(18.0 , 3.0 , 7)"
168,07-08-2021 12:21,abbey_purvis8119@mafthy.com,76.0/112,Abbey Purvis,abbey_purvis4195@iitp.ac.in,7004160381,1401CE58,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option D,Option A,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,,Option D,Option D,Option A,Option C,Option D,66.0 / 112,"(19.0 , 5.0 , 4)"
169,07-08-2021 12:21,maddison_tobin9561@womeona.net,92.0/112,Maddison Tobin,maddison_tobin8296@iitp.ac.in,8433057946,1401CB04,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option A,Option D,Option B,Option A,Option C,Option D,90.0 / 112,"(23.0 , 1.0 , 4)"
170,07-08-2021 12:21,bristol_quinton4660@famism.biz,60.0/112,Bristol Quinton,bristol_quinton3904@iitp.ac.in,8000562095,1401EE37,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,,,,Option A,Option C,Option C,Option D,,Option B,Option A,,Option A,Option D,Option B,,Option B,Option D,50.0 / 112,"(15.0 , 5.0 , 8)"
171,07-08-2021 12:21,lindsay_exton2267@bretoux.com,76.0/112,Lindsay Exton,lindsay_exton7224@iitp.ac.in,8890871405,1401CE32,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,,Option C,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,Option C,,76.0 / 112,"(19.0 , 0.0 , 9)"
172,07-08-2021 12:21,alessandra_gordon3570@hourpy.biz,56.0/112,Alessandra Gordon,alessandra_gordon1940@iitp.ac.in,9492866048,1401CS42,Option C,,Option B,,,,Option D,Option D,Option A,,Option D,Option A,,Option D,Option B,Option D,Option C,,,Option C,,,Option A,Option D,Option D,Option A,Option C,Option A,48.0 / 112,"(14.0 , 4.0 , 10)"
173,07-08-2021 12:21,tom_kelly9716@acrit.org,80.0/112,Tom Kelly,tom_kelly2117@iitp.ac.in,8274905669,1401EE48,,Option D,Option B,Option C,Option B,Option C,,Option D,Option A,,Option D,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,Option C,Option B,76.0 / 112,"(20.0 , 2.0 , 6)"
174,07-08-2021 12:21,aleksandra_mcleod9387@extex.org,36.0/112,Aleksandra Mcleod,aleksandra_mcleod4954@iitp.ac.in,9922917887,1401CB54,,,Option B,Option C,,Option C,Option A,Option D,Option C,,Option D,,Option B,Option D,,,,Option D,,Option D,,Option B,,Option D,Option B,Option C,,Option D,22.0 / 112,"(9.0 , 7.0 , 12)"
175,07-08-2021 12:21,aileen_hamilton732@muall.tech,64.0/112,Aileen Hamilton,aileen_hamilton9224@iitp.ac.in,6355005147,1401EE82,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option A,Option A,,,Option B,Option D,Option C,Option D,Option B,,Option D,,Option A,,,Option A,,Option B,58.0 / 112,"(16.0 , 3.0 , 9)"
176,07-08-2021 12:21,oliver_walker2847@nimogy.biz,72.0/112,Oliver Walker,oliver_walker42@iitp.ac.in,7840029135,1401CS79,Option A,Option D,Option B,Option C,Option B,Option C,,,Option B,Option A,Option C,,Option B,Option D,,Option D,Option C,Option D,Option B,,Option D,Option A,Option A,Option D,Option B,Option A,Option B,Option D,62.0 / 112,"(18.0 , 5.0 , 5)"
177,07-08-2021 12:21,clint_fenton6951@iatim.tech,84.0/112,Clint Fenton,clint_fenton8373@iitp.ac.in,8791172525,1401CB03,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option B,,Option A,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,74.0 / 112,"(21.0 , 5.0 , 2)"
178,07-08-2021 12:21,harvey_giles6814@nanoff.biz,96.0/112,Harvey Giles,harvey_giles7622@iitp.ac.in,7670977624,1401CS47,Option A,Option D,Option B,Option C,Option B,,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,96.0 / 112,"(24.0 , 0.0 , 4)"
179,07-08-2021 12:21,kaylee_stevenson3313@liret.org,52.0/112,Kaylee Stevenson,kaylee_stevenson3889@iitp.ac.in,9414918685,1401CE31,,,Option B,,Option B,Option C,Option D,,,,,,,,Option B,Option D,Option C,,Option B,,Option A,,Option C,Option D,Option D,Option A,Option C,Option B,48.0 / 112,"(13.0 , 2.0 , 13)"
180,07-08-2021 12:21,stephanie_emmott1753@jiman.org,64.0/112,Stephanie Emmott,stephanie_emmott9454@iitp.ac.in,7568145092,1401CS30,,Option D,Option A,Option C,,Option C,Option D,Option D,Option A,Option A,,,,,,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,,Option A,Option C,Option B,60.0 / 112,"(16.0 , 2.0 , 10)"
181,07-08-2021 12:21,catherine_cork6627@gembat.biz,36.0/112,Catherine Cork,catherine_cork1658@iitp.ac.in,9507949460,1401CB42,Option A,,Option B,Option C,,,,,,Option A,,Option A,,,,,Option C,Option D,,,,,,,,Option A,,Option D,36.0 / 112,"(9.0 , 0.0 , 19)"
182,07-08-2021 12:21,clarissa_little3481@muall.tech,60.0/112,Clarissa Little,clarissa_little8898@iitp.ac.in,9669933211,1401CE59,Option A,,Option B,Option C,,Option D,Option D,,Option C,Option A,,Option A,Option D,,Option B,Option C,Option C,Option D,Option B,,Option D,,Option A,Option D,,Option A,,Option D,52.0 / 112,"(15.0 , 4.0 , 9)"
183,07-08-2021 12:21,diane_warner4740@nanoff.biz,80.0/112,Diane Warner,diane_warner9814@iitp.ac.in,7893142313,1401EE30,Option A,,Option B,Option C,,,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option C,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,70.0 / 112,"(20.0 , 5.0 , 3)"
184,07-08-2021 12:21,mark_brock4700@vetan.org,104.0/112,Mark Brock,mark_brock4989@iitp.ac.in,7021991501,1401CB48,Option B,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,102.0 / 112,"(26.0 , 1.0 , 1)"
185,07-08-2021 12:21,mara_donnelly3643@guentu.biz,64.0/112,Mara Donnelly,mara_donnelly3986@iitp.ac.in,7597460217,1401EE45,Option A,,Option B,Option C,Option B,,,Option D,,,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,,Option D,Option D,Option A,Option C,Option D,56.0 / 112,"(16.0 , 4.0 , 8)"
186,07-08-2021 12:21,erick_taylor9711@mafthy.com,48.0/112,Erick Taylor,erick_taylor4343@iitp.ac.in,6287855728,1401CB52,,Option D,Option B,,Option B,Option C,,,,,Option B,Option A,,Option D,Option B,,Option C,,Option A,Option D,Option A,Option B,,Option D,,Option A,,,42.0 / 112,"(12.0 , 3.0 , 13)"
187,07-08-2021 12:21,bart_willis5688@corti.com,96.0/112,Bart Willis,bart_willis1099@iitp.ac.in,8529750338,1401CS59,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,90.0 / 112,"(24.0 , 3.0 , 1)"
188,07-08-2021 12:21,vicky_weldon1112@infotech44.tech,52.0/112,Vicky Weldon,vicky_weldon4939@iitp.ac.in,9162027181,1401CE46,,,Option B,,,Option C,Option D,Option D,,Option A,,Option A,Option B,,Option B,Option D,Option C,,,Option B,,Option C,Option A,Option D,,Option A,,Option D,46.0 / 112,"(13.0 , 3.0 , 12)"
189,07-08-2021 12:21,boris_harrison5921@nickia.com,80.0/112,Boris Harrison,boris_harrison3622@iitp.ac.in,9648276464,1401CE64,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,,Option C,Option D,Option B,Option C,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,78.0 / 112,"(20.0 , 1.0 , 7)"
190,07-08-2021 12:21,sara_willis7661@corti.com,64.0/112,Sara Willis,sara_willis6832@iitp.ac.in,8544637358,1401ME67,,,Option B,,Option B,Option C,,,,Option A,Option C,,,,Option B,Option D,,Option D,Option B,Option D,Option A,,Option A,Option D,,Option A,Option C,Option D,64.0 / 112,"(16.0 , 0.0 , 12)"
191,07-08-2021 12:21,jacob_robertson5637@grannar.com,72.0/112,Jacob Robertson,jacob_robertson8580@iitp.ac.in,7372835523,1401CE27,Option A,,Option B,,Option B,,Option D,Option D,,,Option D,Option A,Option D,Option D,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,64.0 / 112,"(18.0 , 4.0 , 6)"
192,07-08-2021 12:21,eileen_rowan1164@supunk.biz,80.0/112,Eileen Rowan,eileen_rowan4472@iitp.ac.in,7891525999,1401CS17,Option A,,Option B,Option C,Option B,Option C,,Option D,Option A,Option A,Option D,Option D,Option D,Option B,Option B,Option C,Option C,Option C,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,68.0 / 112,"(20.0 , 6.0 , 2)"
193,07-08-2021 12:21,harvey_hudson9277@bulaffy.com,76.0/112,Harvey Hudson,harvey_hudson6510@iitp.ac.in,8712309567,1401CS16,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option C,Option A,Option A,Option A,Option C,Option B,Option D,Option B,Option C,Option C,Option D,Option C,Option D,Option C,Option A,Option B,Option D,Option D,Option A,Option C,Option D,58.0 / 112,"(19.0 , 9.0 , 0)"
194,07-08-2021 12:21,belinda_franks9295@dionrab.com,72.0/112,Belinda Franks,belinda_franks7283@iitp.ac.in,9983596950,1401ME15,,,Option B,,Option B,Option C,Option D,,,Option A,,,,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,70.0 / 112,"(18.0 , 1.0 , 9)"
195,07-08-2021 12:21,kieth_graham77@elnee.tech,76.0/112,Kieth Graham,kieth_graham882@iitp.ac.in,8405046048,1401CS64,,,Option B,,Option B,Option C,Option D,,Option A,Option A,,Option C,,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option C,,Option D,72.0 / 112,"(19.0 , 2.0 , 7)"
196,07-08-2021 12:21,valerie_simpson4168@iatim.tech,88.0/112,Valerie Simpson,valerie_simpson9218@iitp.ac.in,9398711723,1401CB62,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,84.0 / 112,"(22.0 , 2.0 , 4)"
197,07-08-2021 12:21,mark_connell2779@bulaffy.com,84.0/112,Mark Connell,mark_connell2111@iitp.ac.in,7355340223,1401CS60,Option A,Option D,Option B,Option C,Option D,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,,Option B,Option D,Option C,Option D,Option A,Option D,,,Option A,Option D,Option D,Option A,Option D,Option D,78.0 / 112,"(21.0 , 3.0 , 4)"
198,07-08-2021 12:21,boris_coll5866@yahoo.com,60.0/112,Boris Coll,boris_coll1907@iitp.ac.in,9006384450,1401EE66,Option A,,Option B,Option C,Option B,Option C,,Option D,,,Option C,Option A,,,Option B,,Option C,Option D,Option B,,,,Option A,Option D,,,,Option D,60.0 / 112,"(15.0 , 0.0 , 13)"
199,07-08-2021 12:21,carl_noon4750@twace.org,56.0/112,Carl Noon,carl_noon1584@iitp.ac.in,9954322531,1401CB58,,,Option B,,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,Option D,,,Option D,,,,,Option A,,Option A,Option D,Option B,Option A,Option C,,52.0 / 112,"(14.0 , 2.0 , 12)"
200,07-08-2021 12:21,margot_terry9622@acrit.org,68.0/112,Margot Terry,margot_terry509@iitp.ac.in,6397229170,1401MM21,Option A,,Option B,Option C,Option A,,Option D,,,Option A,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option A,Option D,Option A,,,Option D,,Option A,Option C,Option D,62.0 / 112,"(17.0 , 3.0 , 8)"
201,07-08-2021 12:21,danny_allen2687@brety.org,76.0/112,Danny Allen,danny_allen7243@iitp.ac.in,9392513015,1401ME34,Option A,Option D,Option B,Option C,,,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,,Option C,Option D,,Option D,,Option A,Option A,Option D,,Option B,Option C,Option B,72.0 / 112,"(19.0 , 2.0 , 7)"
202,07-08-2021 12:21,karen_edley1572@cispeto.com,56.0/112,Karen Edley,karen_edley1044@iitp.ac.in,9356703031,1401ME59,Option A,Option D,Option B,Option C,,Option C,Option D,,,Option A,Option D,,,,Option B,Option C,Option C,Option D,Option A,Option B,,,Option A,,,Option A,Option C,Option D,48.0 / 112,"(14.0 , 4.0 , 10)"
203,07-08-2021 12:21,doug_lynn3945@guentu.biz,68.0/112,Doug Lynn,doug_lynn7947@iitp.ac.in,8539810934,1401ME33,Option A,,Option B,Option C,,Option C,Option D,,,Option B,,Option A,Option D,Option D,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,,66.0 / 112,"(17.0 , 1.0 , 10)"
204,07-08-2021 12:21,bethany_dobson5061@sheye.org,108.0/112,Bethany Dobson,bethany_dobson1629@iitp.ac.in,7696795106,1401MM37,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,106.0 / 112,"(27.0 , 1.0 , 0)"
205,07-08-2021 12:21,sabina_hope5558@nanoff.biz,76.0/112,Sabina Hope,sabina_hope1868@iitp.ac.in,8208472006,1401CB21,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option D,Option D,Option A,Option D,Option A,Option A,Option B,Option C,Option D,Option A,Option D,Option A,,Option A,Option D,,Option A,Option C,Option D,64.0 / 112,"(19.0 , 6.0 , 3)"
206,07-08-2021 12:21,johnny_quinn3029@irrepsy.com,52.0/112,Johnny Quinn,johnny_quinn3648@iitp.ac.in,9528630408,1401EE49,Option A,,,Option C,Option A,,,,,,Option D,Option A,Option D,,Option B,,Option C,Option D,Option A,Option D,Option A,,,Option D,,Option A,Option C,Option D,46.0 / 112,"(13.0 , 3.0 , 12)"
207,07-08-2021 12:21,ramon_quinn6123@famism.biz,72.0/112,Ramon Quinn,ramon_quinn5168@iitp.ac.in,9425457272,1401MM28,Option A,,Option B,Option C,Option A,,Option D,Option A,,Option A,Option D,Option A,Option D,,Option B,Option A,Option C,Option D,Option A,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,62.0 / 112,"(18.0 , 5.0 , 5)"
208,07-08-2021 12:21,isla_andrews4615@eirey.tech,80.0/112,Isla Andrews,isla_andrews9317@iitp.ac.in,8619481946,1401CE28,Option A,,Option B,Option C,Option B,,Option D,Option D,,Option A,Option D,Option A,Option D,,Option B,Option B,Option C,Option D,,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,74.0 / 112,"(20.0 , 3.0 , 5)"
209,07-08-2021 12:21,destiny_moran9656@gompie.com,76.0/112,Destiny Moran,destiny_moran5173@iitp.ac.in,9580515499,1401CB47,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,Option C,Option B,,Option C,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,Option C,,74.0 / 112,"(19.0 , 1.0 , 8)"
210,07-08-2021 12:21,noemi_rossi3570@bulaffy.com,56.0/112,Noemi Rossi,noemi_rossi1309@iitp.ac.in,9431218347,1401ME48,Option A,Option D,Option B,Option C,,Option C,,Option D,,,Option B,Option A,,,,,Option C,Option D,Option B,,Option B,Option B,Option A,Option D,,Option B,Option C,Option D,48.0 / 112,"(14.0 , 4.0 , 10)"
211,07-08-2021 12:21,penelope_coleman4312@elnee.tech,88.0/112,Penelope Coleman,penelope_coleman9597@iitp.ac.in,8813962905,1401CE50,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,,Option A,Option D,,Option A,Option C,Option D,84.0 / 112,"(22.0 , 2.0 , 4)"
212,07-08-2021 12:21,danielle_clayton7093@muall.tech,52.0/112,Danielle Clayton,danielle_clayton912@iitp.ac.in,9352310418,1401MM23,Option A,,Option B,,Option B,,,Option D,,Option A,Option C,,,,Option B,Option D,Option C,,,,,,Option A,Option D,Option D,,,Option D,52.0 / 112,"(13.0 , 0.0 , 15)"
213,07-08-2021 12:21,angelina_flack9041@eirey.tech,40.0/112,Angelina Flack,angelina_flack7389@iitp.ac.in,7985782771,1401ME64,,,Option B,,,Option C,,,,Option A,,,,,Option B,,,Option D,,,Option A,,,Option D,,Option A,Option C,Option D,40.0 / 112,"(10.0 , 0.0 , 18)"
